Foreign State of Chargeability,,
or Place of Birth,Visa Class,Issuances
Israel,E31,2
Israel,E34,1
Israel,E35,1
Israel,F33,1
Israel,F42,1
Israel,F43,1
Israel,FX3,1
Israel,IR1,7
Israel,IR2,10
Israel,IR5,4
Italy,CR1,10
Italy,CR2,2
Italy,DV1,7
Italy,DV2,2
Italy,DV3,5
Italy,E11,2
Italy,E14,3
Italy,E15,4
Italy,E21,2
Italy,E22,2
Italy,E31,3
Italy,E32,1
Italy,E34,2
Italy,E35,2
Italy,F11,3
Italy,F12,1
Italy,F21,1
Italy,F41,2
Italy,F43,10
Italy,FX1,1
Italy,IR1,8
Italy,IR2,4
Italy,IR5,6
Jamaica,CR1,68
Jamaica,CR2,52
Jamaica,E22,1
Jamaica,E31,50
Jamaica,E34,27
Jamaica,E35,34
Jamaica,EW4,1
Jamaica,EW5,1
Jamaica,F11,127
Jamaica,F12,97
Jamaica,F21,18
Jamaica,F22,23
Jamaica,F23,9
Jamaica,F24,12
Jamaica,F25,6
Jamaica,F31,13
Jamaica,F32,10
Jamaica,F33,20
Jamaica,F41,17
Jamaica,F42,5
Jamaica,F43,19
Jamaica,FX1,18
Jamaica,FX2,37
Jamaica,FX3,13
Jamaica,IB2,1
Jamaica,IB3,2
Jamaica,IR1,62
Jamaica,IR2,196
Jamaica,IR4,1
Jamaica,IR5,181
Jamaica,IW1,1
Jamaica,SB1,1
Jamaica,SE1,2
Japan,CR1,33
Japan,CR2,1
Japan,DV1,4
Japan,DV2,2
Japan,DV3,3
Japan,E11,2
Japan,E14,2
Japan,E15,1
Japan,E21,1
Japan,E22,1
Japan,E31,4
Japan,E32,1
Japan,E34,3
Japan,E35,3
Japan,F11,1
Japan,F43,2
Japan,FX1,1
Japan,FX3,2
Japan,I51,1
Japan,IR1,32
Japan,IR2,6
Japan,IR5,7
Japan,IW1,1
Jordan,CR1,50
Jordan,CR2,1
Jordan,DV1,3
Jordan,DV2,2
Jordan,DV3,3
Jordan,F11,5
Jordan,F12,2
Jordan,F21,2
Jordan,F22,9
Jordan,F31,6
Jordan,F32,4
Jordan,F33,25
Jordan,F41,9
Jordan,F42,4
Jordan,F43,20
Jordan,FX1,3
Jordan,FX2,7
Jordan,IR1,25
Jordan,IR2,33
Jordan,IR5,42
Jordan,SE1,1
Kazakhstan,CR1,2
Kazakhstan,DV1,14
Kazakhstan,DV2,9
Kazakhstan,DV3,12
Kazakhstan,F11,2
Kazakhstan,F12,1
Kazakhstan,F41,2
Kazakhstan,F43,2
Kazakhstan,IR1,3
Kazakhstan,IR2,1
Kazakhstan,IR5,6
Kazakhstan,SE2,1
Kazakhstan,SE3,1
Kenya,CR1,23
Kenya,CR2,2
Kenya,DV1,43
Kenya,DV2,11
Kenya,DV3,20
Kenya,E31,5
Kenya,E34,2
Kenya,E35,11
Kenya,F11,8
Kenya,F12,6
Kenya,F21,1
Kenya,F22,2
Kenya,F24,3
Kenya,F41,5
Kenya,F42,1
Kenya,F43,4
Kenya,FX1,2
Kenya,FX2,5
Kenya,IR1,20
Kenya,IR2,38
Kenya,IR5,62
Kenya,SB1,2
Kenya,SE1,1
Kenya,SE3,1
"Korea, North",DV1,1
"Korea, South",CR1,30
"Korea, South",E11,14
"Korea, South",E14,9
"Korea, South",E15,27
"Korea, South",E21,39
"Korea, South",E22,41
"Korea, South",E23,52
"Korea, South",E31,8
"Korea, South",E32,4
"Korea, South",E34,8
"Korea, South",E35,6
"Korea, South",EW4,2
"Korea, South",F11,7
"Korea, South",F12,4
"Korea, South",F21,5
"Korea, South",F22,2
"Korea, South",F24,5
"Korea, South",F31,8
"Korea, South",F32,6
"Korea, South",F33,14
"Korea, South",F41,13
"Korea, South",F42,8
"Korea, South",F43,5
"Korea, South",FX1,1
"Korea, South",FX2,1
"Korea, South",I51,9
"Korea, South",I52,2
"Korea, South",I53,15
"Korea, South",IR1,46
"Korea, South",IR2,6
"Korea, South",IR3,15
"Korea, South",IR5,35
"Korea, South",SB1,1
"Korea, South",T51,1
"Korea, South",T52,1
"Korea, South",T53,2
Kosovo,CR1,6
Kosovo,DV1,12
Kosovo,DV2,6
Kosovo,DV3,8
Kosovo,E14,1
Kosovo,F21,2
Kosovo,F22,2
Kosovo,IR1,6
Kosovo,IR5,4
Kuwait,CR1,2
Kuwait,DV1,2
Kuwait,DV2,2
Kuwait,E21,1
Kuwait,E31,1
Kuwait,E34,1
Kuwait,E35,2
Kuwait,F22,1
Kuwait,F31,1
Kuwait,F41,3
Kuwait,FX1,1
Kuwait,IR1,4
Kuwait,IR2,1
Kuwait,IR5,3
Kyrgyzstan,CR1,3
Kyrgyzstan,DV1,15
Kyrgyzstan,DV2,7
Kyrgyzstan,DV3,17
Kyrgyzstan,F11,1
Kyrgyzstan,F12,1
Kyrgyzstan,FX1,1
Kyrgyzstan,IR1,2
Kyrgyzstan,IR5,4
Laos,F22,2
Laos,F31,1
Laos,F32,1
Laos,F33,5
Laos,FX2,2
Laos,FX3,1
Laos,IR2,6
Laos,IR5,16
Latvia,CR1,2
Latvia,CR2,1
Latvia,IH3,2
Latvia,IR5,2
Lebanon,CR1,11
Lebanon,E31,1
Lebanon,E34,1
Lebanon,EW3,1
Lebanon,F11,1
Lebanon,F12,1
Lebanon,F22,1
Lebanon,F31,5
Lebanon,F32,5
Lebanon,F33,4
Lebanon,F41,7
Lebanon,F42,8
Lebanon,F43,12
Lebanon,FX1,6
Lebanon,FX2,3
Lebanon,FX3,2
Lebanon,IR1,7
Lebanon,IR2,18
Lebanon,IR5,19
Lebanon,SB1,1
Liberia,CR1,13
Liberia,CR2,3
Liberia,DV1,20
Liberia,DV2,3
Liberia,DV3,5
Liberia,E21,1
Liberia,E22,1
Liberia,F11,5
Liberia,F12,6
Liberia,F22,1
Liberia,F41,1
Liberia,F43,2
Liberia,FX1,1
Liberia,FX2,7
Liberia,IB2,1
Liberia,IR1,6
Liberia,IR2,21
Liberia,IR5,44
Liberia,SE1,1
Liberia,SE3,4
Libya,E32,1
Libya,E34,1
Libya,E35,1
Libya,IR1,2
Lithuania,CR1,1
Lithuania,DV1,2
Lithuania,DV2,1
Lithuania,DV3,1
Lithuania,F11,1
Lithuania,IR1,2
Lithuania,IR2,1
Lithuania,IR5,10
Lithuania,SB1,1
Macau,F43,1
Macedonia,CR1,5
Macedonia,DV1,9
Macedonia,DV2,9
Macedonia,DV3,6
Macedonia,F21,1
Macedonia,F23,1
Macedonia,F41,3
Macedonia,F42,3
Macedonia,F43,5
Macedonia,IR5,8
Macedonia,SB1,1
Madagascar,DV1,1
Malawi,CR1,1
Malawi,DV1,1
Malawi,E31,1
Malawi,E35,1
Malawi,IR2,1
Malawi,IR5,1
Malaysia,CR1,1
Malaysia,DV1,1
Malaysia,DV2,1
Malaysia,E14,1
Malaysia,F11,1
Malaysia,F21,2
Malaysia,F24,1
Malaysia,F31,1
Malaysia,F32,1
Malaysia,F33,2
Malaysia,F41,1
Malaysia,F43,2
Malaysia,FX1,1
Malaysia,IR1,2
Malaysia,IR2,1
Malaysia,IR5,6
Mali,CR1,3
Mali,DV1,2
Mali,E23,1
Mali,F21,1
Mali,F24,1
Mali,F41,2
Mali,F43,1
Mali,IR1,2
Mali,IR2,10
Mali,IR5,7
Malta,IR1,1
Marshall Islands,IR3,2
Mauritania,IR1,4
Mauritania,IR2,1
Mauritius,F31,1
Mauritius,F32,1
Mauritius,F33,2
Mexico,CR1,560
Mexico,CR2,73
Mexico,E13,2
Mexico,E14,2
Mexico,E15,2
Mexico,E21,3
Mexico,E22,1
Mexico,E23,3
Mexico,E31,3
Mexico,E32,1
Mexico,E34,2
Mexico,E35,3
Mexico,EW3,2
Mexico,EW4,2
Mexico,EW5,2
Mexico,F11,37
Mexico,F12,36
Mexico,F24,30
Mexico,F25,29
Mexico,F31,15
Mexico,F32,18
Mexico,F33,30
Mexico,F41,191
Mexico,F42,118
Mexico,F43,161
Mexico,FX1,736
Mexico,FX2,864
Mexico,FX3,7
Mexico,I51,2
Mexico,I52,2
Mexico,I53,2
Mexico,IB1,1
Mexico,IB3,5
Mexico,IH3,3
Mexico,IR1,"4,592"
Mexico,IR2,733
Mexico,IR5,"1,153"
Mexico,IW1,14
Mexico,SR1,1
Mexico,SU3,6
Moldova,CR1,1
Moldova,DV1,21
Moldova,DV2,12
Moldova,DV3,6
Moldova,F11,1
Moldova,F12,1
Moldova,F21,1
Moldova,F22,1
Moldova,IH3,1
Moldova,IR1,2
Moldova,IR5,4
Moldova,SB1,2
Mongolia,CR2,1
Mongolia,DV1,1
Mongolia,DV2,1
Mongolia,DV3,2
Mongolia,FX1,1
Mongolia,FX2,1
Mongolia,IR5,4
Mongolia,SB1,1
Montenegro,CR1,3
Montenegro,F11,1
Montenegro,IR1,1
Montenegro,IR5,7
Morocco,CR1,40
Morocco,CR2,1
Morocco,DV1,73
Morocco,DV2,6
Morocco,DV3,5
Morocco,E31,1
Morocco,F21,5
Morocco,F22,1
Morocco,F41,4
Morocco,F42,1
Morocco,F43,1
Morocco,FX1,4
Morocco,FX2,4
Morocco,I51,1
Morocco,I52,1
Morocco,I53,2
Morocco,IR1,25
Morocco,IR2,3
Morocco,IR5,34
Morocco,SE1,2
Morocco,SE2,1
Morocco,SE3,2
Morocco,SK1,1
Namibia,CR1,1
Nauru,CR2,1
Nepal,CR1,42
Nepal,DV1,145
Nepal,DV2,76
Nepal,DV3,51
Nepal,E11,3
Nepal,E14,4
Nepal,E15,3
Nepal,E21,1
Nepal,E34,1
Nepal,E35,1
Nepal,EW3,1
Nepal,F11,4
Nepal,F21,32
Nepal,F22,6
Nepal,F24,4
Nepal,F41,2
Nepal,F42,2
Nepal,F43,4
Nepal,FX1,31
Nepal,FX2,14
Nepal,IR1,12
Nepal,IR2,19
Nepal,IR5,45
Nepal,SB1,1
Netherlands,CR1,5
Netherlands,CR2,3
Netherlands,F22,1
Netherlands,F24,1
Netherlands,FX3,1
Netherlands,IR1,8
Netherlands,IR2,1
New Caledonia,IR5,1
New Zealand,CR1,1
New Zealand,DV1,5
New Zealand,DV2,2
New Zealand,E15,1
New Zealand,IR1,3
New Zealand,IR2,1
Nicaragua,B22,1
Nicaragua,CR1,15
Nicaragua,CR2,2
Nicaragua,F11,15
Nicaragua,F12,10
Nicaragua,F21,1
Nicaragua,F24,1
Nicaragua,F31,1
Nicaragua,F41,2
Nicaragua,F42,1
Nicaragua,F43,4
Nicaragua,FX1,6
Nicaragua,FX2,7
Nicaragua,FX3,1
Nicaragua,IR1,78
Nicaragua,IR2,24
Nicaragua,IR5,20
Nicaragua,IW1,1
Nicaragua,SE1,2
Nicaragua,SE2,2
Nicaragua,SE3,1
Niger,CR1,3
Niger,IR1,2
Niger,IR2,1
Nigeria,CR1,85
Nigeria,CR2,11
Nigeria,E11,1
Nigeria,E14,1
Nigeria,E15,2
Nigeria,E21,1
Nigeria,E22,1
Nigeria,E23,2
Nigeria,E31,7
Nigeria,E34,5
Nigeria,E35,8
Nigeria,F11,40
Nigeria,F12,12
Nigeria,F21,9
Nigeria,F22,8
Nigeria,F23,1
Nigeria,F24,5
Nigeria,F25,2
Nigeria,F31,5
Nigeria,F32,6
Nigeria,F33,15
Nigeria,F41,15
Nigeria,F42,9
Nigeria,F43,24
Nigeria,FX1,12
Nigeria,FX2,4
Nigeria,FX3,8
Nigeria,I51,2
Nigeria,I52,2
Nigeria,I53,6
Nigeria,IR1,88
Nigeria,IR2,118
Nigeria,IR3,17
Nigeria,IR5,154
Nigeria,SB1,6
Nigeria,SE1,2
Nigeria,SE2,1
Nigeria,SE3,5
Norway,CR1,2
Norway,IR1,1
Oman,F32,1
Oman,IR5,1
Pakistan,CR1,197
Pakistan,CR2,3
Pakistan,E21,2
Pakistan,E22,2
Pakistan,E23,3
Pakistan,E31,1
Pakistan,E34,2
Pakistan,E35,6
Pakistan,EW3,1
Pakistan,EW4,1
Pakistan,EW5,2
Pakistan,F11,18
Pakistan,F21,19
Pakistan,F22,14
Pakistan,F23,9
Pakistan,F24,17
Pakistan,F25,5
Pakistan,F31,14
Pakistan,F32,15
Pakistan,F33,42
Pakistan,F41,67
Pakistan,F42,50
Pakistan,F43,142
Pakistan,FX1,34
Pakistan,FX2,12
Pakistan,FX3,16
Pakistan,I51,1
Pakistan,I52,1
Pakistan,I53,1
Pakistan,IR1,75
Pakistan,IR2,30
Pakistan,IR4,3
Pakistan,IR5,214
Pakistan,SB1,4
Pakistan,SE1,1
Pakistan,SE2,2
Pakistan,SE3,3
Panama,CR1,1
Panama,F11,3
Panama,F12,1
Panama,F22,1
Panama,F42,1
Panama,F43,2
Panama,IR1,9
Panama,IR2,10
Panama,IR5,5
Paraguay,CR1,2
Paraguay,F11,1
Paraguay,F12,1
Paraguay,F22,1
Paraguay,FX1,1
Paraguay,FX2,1
Paraguay,IR1,2
Paraguay,IR2,1
Peru,CR1,47
Peru,CR2,19
Peru,E11,1
Peru,E14,1
Peru,E15,3
Peru,E31,1
Peru,E35,2
Peru,EW5,1
Peru,F11,32
Peru,F12,19
Peru,F21,7
Peru,F22,6
Peru,F23,6
Peru,F24,37
Peru,F25,21
Peru,F31,4
Peru,F32,4
Peru,F33,4
Peru,F41,16
Peru,F42,8
Peru,F43,15
Peru,FX1,27
Peru,FX2,15
Peru,FX3,7
Peru,IB3,2
Peru,IR1,89
Peru,IR2,40
Peru,IR5,106
Peru,SB1,1
Philippines,CR1,148
Philippines,CR2,27
Philippines,E14,1
Philippines,E21,4
Philippines,E22,8
Philippines,E23,15
Philippines,E31,157
Philippines,E32,73
Philippines,E34,108
Philippines,E35,158
Philippines,EW3,11
Philippines,EW4,6
Philippines,EW5,16
Philippines,F11,23
Philippines,F12,19
Philippines,F21,39
Philippines,F22,44
Philippines,F23,10
Philippines,F24,103
Philippines,F25,91
Philippines,F31,26
Philippines,F32,19
Philippines,F33,42
Philippines,F41,142
Philippines,F42,92
Philippines,F43,95
Philippines,FX1,86
Philippines,FX2,68
Philippines,FX3,65
Philippines,IB1,2
Philippines,IB3,2
Philippines,IH4,9
Philippines,IR1,180
Philippines,IR2,255
Philippines,IR5,499
Philippines,IW1,1
Philippines,SB1,14
Philippines,SE2,2
Philippines,SE3,3
Poland,CR1,10
Poland,CR2,1
Poland,DV1,5
Poland,DV2,2
Poland,DV3,3
Poland,E11,1
Poland,E14,1
Poland,E31,3
Poland,E34,2
Poland,E35,1
Poland,EW3,1
Poland,F11,5
Poland,F24,3
Poland,F31,6
Poland,F32,3
Poland,F33,5
Poland,F41,3
Poland,F42,1
Poland,F43,3
Poland,FX1,5
Poland,FX2,1
Poland,FX3,1
Poland,IH3,9
Poland,IR1,23
Poland,IR2,5
Poland,IR5,31
Poland,SB1,1
Portugal,CR1,1
Portugal,CR2,1
Portugal,DV1,1
Portugal,DV2,1
Portugal,F11,1
Portugal,F12,2
Portugal,F25,1
Portugal,F43,2
Portugal,IR1,1
Portugal,IR5,3
Qatar,CR1,1
Qatar,F43,2
Qatar,IR2,1
Romania,CR1,13
Romania,DV1,8
Romania,DV2,4
Romania,DV3,3
Romania,E21,1
Romania,E31,2
Romania,E34,1
Romania,F11,2
Romania,F21,1
Romania,F22,1
Romania,FX1,3
Romania,FX2,3
Romania,IR1,1
Romania,IR2,3
Romania,IR5,12
Romania,SB1,5
Russia,CR1,8
Russia,CR2,5
Russia,DV1,42
Russia,DV2,29
Russia,DV3,26
Russia,E11,2
Russia,E14,1
Russia,E15,2
Russia,E21,1
Russia,E22,1
Russia,E23,2
Russia,EW3,1
Russia,F11,11
Russia,F12,7
Russia,F21,1
Russia,F31,1
Russia,F32,1
Russia,F41,2
Russia,F42,1
Russia,FX1,3
Russia,FX2,3
Russia,I51,2
Russia,I52,2
Russia,I53,2
Russia,IR1,12
Russia,IR2,6
Russia,IR5,41
Russia,SD1,1
Russia,SE1,1
Rwanda,DV1,8
Rwanda,DV2,4
Rwanda,DV3,5
Rwanda,F21,1
Rwanda,IR2,2
Saint Kitts and Nevis,CR1,2
Saint Kitts and Nevis,F11,1
Saint Kitts and Nevis,F12,1
Saint Kitts and Nevis,F24,1
Saint Kitts and Nevis,F31,1
Saint Kitts and Nevis,F32,1
Saint Kitts and Nevis,F33,1
Saint Kitts and Nevis,IR2,3
Saint Kitts and Nevis,IR5,5
Saint Lucia,CR1,1
Saint Lucia,E31,1
Saint Lucia,E34,1
Saint Lucia,F11,2
Saint Lucia,F12,3
Saint Lucia,IR1,3
Saint Lucia,IR2,7
Saint Lucia,IR5,9
Saint Vincent and the Grenadines,CR1,1
Saint Vincent and the Grenadines,CR2,1
Saint Vincent and the Grenadines,F24,1
Saint Vincent and the Grenadines,F25,2
Saint Vincent and the Grenadines,F31,1
Saint Vincent and the Grenadines,F32,1
Saint Vincent and the Grenadines,F33,2
Saint Vincent and the Grenadines,IR1,1
Saint Vincent and the Grenadines,IR2,1
Saint Vincent and the Grenadines,IR3,1
Saint Vincent and the Grenadines,IR5,1
Samoa,IR3,1
Saudi Arabia,CR1,13
Saudi Arabia,DV1,6
Saudi Arabia,DV2,1
Saudi Arabia,DV3,2
Saudi Arabia,E22,1
Saudi Arabia,E35,1
Saudi Arabia,F11,6
Saudi Arabia,F12,1
Saudi Arabia,F22,1
Saudi Arabia,F24,2
Saudi Arabia,F31,2
Saudi Arabia,F32,1
Saudi Arabia,F33,8
Saudi Arabia,F41,2
Saudi Arabia,F42,2
Saudi Arabia,F43,21
Saudi Arabia,FX1,1
Saudi Arabia,I51,1
Saudi Arabia,I53,2
Saudi Arabia,IR1,8
Saudi Arabia,IR2,7
Saudi Arabia,IR5,1
Saudi Arabia,SB1,1
Senegal,CR1,9
Senegal,DV1,4
Senegal,F11,3
Senegal,F12,2
Senegal,F22,2
Senegal,F24,1
Senegal,F41,1
Senegal,FX2,9
Senegal,IR1,8
Senegal,IR2,22
Senegal,IR5,7
Serbia,DV1,5
Serbia,DV2,3
Serbia,DV3,2
Serbia,E11,1
Serbia,E14,1
Serbia,IR1,2
Serbia,IR5,6
Serbia,SE1,1
Serbia,SE2,1
Serbia,SE3,2
Sierra Leone,CR1,14
Sierra Leone,CR2,1
Sierra Leone,DV1,1
Sierra Leone,DV2,1
Sierra Leone,DV3,2
Sierra Leone,F11,2
Sierra Leone,F12,4
Sierra Leone,F24,1
Sierra Leone,FX1,1
Sierra Leone,FX2,2
Sierra Leone,IR1,8
Sierra Leone,IR2,12
Sierra Leone,IR3,7
Sierra Leone,IR5,23
Singapore,CR1,3
Singapore,CR2,1
Singapore,DV1,1
Singapore,DV2,1
Singapore,DV3,3
Singapore,E15,2
Singapore,F11,1
Singapore,F41,1
Singapore,F43,2
Singapore,IR1,4
Singapore,IR2,2
Singapore,IR5,1
Singapore,SB1,1
Slovakia,DV1,2
Slovakia,DV2,1
Slovakia,IR1,1
Slovenia,CR1,1
Somalia,CR1,1
Somalia,IR1,2
South Africa,CR1,6
South Africa,DV1,3
South Africa,DV2,1
South Africa,DV3,2
South Africa,E11,4
South Africa,E14,1
South Africa,E15,2
South Africa,E21,2
South Africa,E22,2
South Africa,E23,2
South Africa,E31,1
South Africa,F11,2
South Africa,F12,2
South Africa,F22,1
South Africa,FX1,1
South Africa,FX2,3
South Africa,I51,1
South Africa,I52,1
South Africa,I53,3
South Africa,IR1,4
South Africa,IR2,1
South Africa,IR5,8
South Africa,SB1,1
South Sudan,IR1,6
South Sudan,IR5,6
Spain,CR1,9
Spain,DV1,2
Spain,DV2,1
Spain,DV3,1
Spain,E11,3
Spain,E14,2
Spain,E21,1
Spain,F21,4
Spain,F22,1
Spain,F25,1
Spain,FX1,5
Spain,IR1,12
Spain,IR2,5
Spain,IR5,4
Sri Lanka,CR1,10
Sri Lanka,DV1,8
Sri Lanka,DV2,5
Sri Lanka,DV3,9
Sri Lanka,F21,4
Sri Lanka,F22,1
Sri Lanka,F41,2
Sri Lanka,F42,3
Sri Lanka,F43,3
Sri Lanka,FX1,3
Sri Lanka,IR1,4
Sri Lanka,IR2,1
Sri Lanka,IR5,11
Sri Lanka,SB1,1
Sudan,CR1,12
Sudan,DV1,42
Sudan,DV2,16
Sudan,DV3,32
Sudan,F41,1
Sudan,F42,1
Sudan,F43,4
Sudan,FX1,4
Sudan,FX2,1
Sudan,I51,1
Sudan,I52,1
Sudan,I53,3
Sudan,IR1,27
Sudan,IR2,13
Sudan,IR5,33
Sudan,IW1,1
Sudan,SB1,1
Suriname,CR1,2
Suriname,F11,2
Suriname,FX1,1
Suriname,IR1,2
Suriname,IR5,2
Sweden,CR1,4
Sweden,DV1,3
Sweden,DV2,2
Sweden,DV3,4
Sweden,E14,1
Sweden,E15,3
Sweden,F33,1
Sweden,FX2,1
Sweden,IR1,2
Switzerland,CR1,2
Switzerland,DV1,2
Switzerland,DV3,1
Switzerland,F11,2
Switzerland,IR1,3
Switzerland,IR2,1
Syria,CR1,2
Syria,DV1,1
Syria,E31,1
Syria,E32,1
Syria,E34,1
Syria,E35,2
Syria,F11,1
Syria,F24,1
Syria,F31,1
Syria,F32,1
Syria,FX2,1
Syria,I51,1
Syria,IR1,2
Syria,IR5,6
Tajikistan,CR1,2
Tajikistan,DV1,31
Tajikistan,DV2,14
Tajikistan,DV3,31
Tajikistan,F22,1
Tajikistan,IR1,1
Tajikistan,IR2,2
Tajikistan,IR5,3
Tajikistan,SE2,1
Tajikistan,SE3,2
Tanzania,CR1,2
Tanzania,DV1,2
Tanzania,DV2,1
Tanzania,DV3,2
Tanzania,F42,1
Tanzania,FX1,1
Tanzania,IR1,1
Tanzania,IR2,8
Tanzania,IR3,1
Tanzania,IR5,5
Tanzania,SE1,1
Thailand,CR1,30
Thailand,CR2,7
Thailand,DV1,4
Thailand,DV2,1
Thailand,E35,2
Thailand,F11,12
Thailand,F12,1
Thailand,F24,3
Thailand,F41,1
Thailand,F42,1
Thailand,F43,2
Thailand,FX1,3
Thailand,FX2,1
Thailand,I51,1
Thailand,IH4,1
Thailand,IR1,18
Thailand,IR2,27
Thailand,IR5,22
Thailand,SB1,2
Togo,CR1,9
Togo,DV1,25
Togo,DV2,1
Togo,F11,1
Togo,F21,3
Togo,F22,1
Togo,FX1,8
Togo,FX2,7
Togo,FX3,1
Togo,IR1,9
Togo,IR2,26
Togo,IR5,16
Tonga,IR1,1
Tonga,IR5,1
Trinidad and Tobago,CR1,3
Trinidad and Tobago,DV1,1
Trinidad and Tobago,DV2,1
Trinidad and Tobago,DV3,1
Trinidad and Tobago,E15,1
Trinidad and Tobago,E31,1
Trinidad and Tobago,E34,1
Trinidad and Tobago,E35,1
Trinidad and Tobago,F11,9
Trinidad and Tobago,F12,13
Trinidad and Tobago,F22,1
Trinidad and Tobago,F24,4
Trinidad and Tobago,F25,5
Trinidad and Tobago,F31,1
Trinidad and Tobago,F32,1
Trinidad and Tobago,F41,7
Trinidad and Tobago,F43,1
Trinidad and Tobago,FX1,3
Trinidad and Tobago,FX2,2
Trinidad and Tobago,IR1,9
Trinidad and Tobago,IR2,11
Trinidad and Tobago,IR5,24
Tunisia,CR1,7
Tunisia,DV1,1
Tunisia,F21,1
Tunisia,F24,1
Tunisia,IR1,4
Tunisia,IR2,2
Tunisia,IR5,5
Turkey,CR1,16
Turkey,DV1,59
Turkey,DV2,31
Turkey,DV3,35
Turkey,E11,1
Turkey,E14,1
Turkey,E21,2
Turkey,E22,1
Turkey,E31,2
Turkey,E34,2
Turkey,E35,1
Turkey,F31,2
Turkey,F32,2
Turkey,F33,2
Turkey,F41,2
Turkey,F43,1
Turkey,FX1,3
Turkey,FX2,2
Turkey,IB2,1
Turkey,IR1,3
Turkey,IR2,6
Turkey,IR5,10
Turkey,SE1,1
Turkey,SE2,1
Turkmenistan,DV1,4
Turkmenistan,DV2,2
Turkmenistan,DV3,2
Turkmenistan,FX2,2
Turks and Caicos Islands,IR5,1
Uganda,CR1,3
Uganda,DV1,3
Uganda,F22,2
Uganda,F24,1
Uganda,FX1,1
Uganda,IR1,4
Uganda,IR2,13
Uganda,IR5,2
Ukraine,CR1,29
Ukraine,CR2,8
Ukraine,DV1,99
Ukraine,DV2,69
Ukraine,DV3,71
Ukraine,E31,1
Ukraine,F11,11
Ukraine,F12,4
Ukraine,F21,4
Ukraine,F22,4
Ukraine,F24,2
Ukraine,F31,4
Ukraine,F32,4
Ukraine,F33,11
Ukraine,F41,3
Ukraine,F42,1
Ukraine,F43,1
Ukraine,FX1,10
Ukraine,FX2,11
Ukraine,FX3,1
Ukraine,IR1,17
Ukraine,IR2,24
Ukraine,IR3,16
Ukraine,IR4,3
Ukraine,IR5,82
Ukraine,SB1,2
United Arab Emirates,CR1,1
United Arab Emirates,DV1,1
United Arab Emirates,DV2,1
United Arab Emirates,E31,1
United Arab Emirates,E34,1
United Arab Emirates,E35,4
United Arab Emirates,EW5,2
United Arab Emirates,F11,1
United Arab Emirates,F41,1
United Arab Emirates,F43,19
United Arab Emirates,FX2,1
United Arab Emirates,I53,4
United Arab Emirates,IR1,2
United Arab Emirates,IR2,1
Uruguay,CR1,1
Uruguay,F11,2
Uruguay,F21,1
Uruguay,F22,1
Uruguay,IR1,1
Uruguay,IR2,1
Uruguay,IR5,4
Uzbekistan,CR1,2
Uzbekistan,DV1,142
Uzbekistan,DV2,96
Uzbekistan,DV3,119
Uzbekistan,E31,1
Uzbekistan,E34,1
Uzbekistan,E35,1
Uzbekistan,F11,3
Uzbekistan,F12,3
Uzbekistan,F21,4
Uzbekistan,F22,4
Uzbekistan,F31,1
Uzbekistan,FX1,18
Uzbekistan,FX2,14
Uzbekistan,IB3,1
Uzbekistan,IR2,4
Uzbekistan,IR5,23
Uzbekistan,SE1,1
Vanuatu,CR1,1
Venezuela,CR1,10
Venezuela,CR2,3
Venezuela,DV1,19
Venezuela,DV2,11
Venezuela,DV3,15
Venezuela,E11,4
Venezuela,E14,2
Venezuela,E15,4
Venezuela,E21,2
Venezuela,E22,2
Venezuela,E23,4
Venezuela,E31,2
Venezuela,E34,2
Venezuela,E35,6
Venezuela,EW3,1
Venezuela,EW4,1
Venezuela,EW5,2
Venezuela,F11,6
Venezuela,F12,7
Venezuela,F21,6
Venezuela,F22,2
Venezuela,F24,7
Venezuela,F25,5
Venezuela,F31,2
Venezuela,F32,2
Venezuela,F41,6
Venezuela,F42,4
Venezuela,F43,7
Venezuela,FX1,1
Venezuela,FX2,5
Venezuela,I51,1
Venezuela,IR1,8
Venezuela,IR2,11
Venezuela,IR5,59
Venezuela,IW1,2
Venezuela,SB1,1
Venezuela,T51,1
Venezuela,T52,1
Venezuela,T53,2
Vietnam,AM1,2
Vietnam,AM2,4
Vietnam,CR1,176
Vietnam,CR2,49
Vietnam,E11,1
Vietnam,E14,2
Vietnam,E15,4
Vietnam,E21,2
Vietnam,E22,2
Vietnam,E23,3
Vietnam,E31,1
Vietnam,E34,1
Vietnam,E35,2
Vietnam,F11,97
Vietnam,F12,60
Vietnam,F21,73
Vietnam,F22,36
Vietnam,F23,30
Vietnam,F24,37
Vietnam,F25,10
Vietnam,F31,98
Vietnam,F32,97
Vietnam,F33,150
Vietnam,F41,176
Vietnam,F42,147
Vietnam,F43,257
Vietnam,FX1,82
Vietnam,FX2,32
Vietnam,FX3,40
Vietnam,I51,25
Vietnam,I52,22
Vietnam,I53,48
Vietnam,IH3,2
Vietnam,IR1,82
Vietnam,IR2,47
Vietnam,IR5,397
Vietnam,IW1,3
Vietnam,SB1,5
Vietnam,T51,2
Vietnam,T52,1
Vietnam,T53,2
Yemen,F41,1
Yemen,F43,2
Yemen,IR1,1
Yemen,IR2,1
Zambia,DV1,1
Zambia,E21,1
Zambia,E22,1
Zambia,E31,1
Zambia,F41,1
Zambia,F42,1
Zambia,F43,2
Zambia,IR1,1
Zambia,IR2,3
Zambia,IR5,2
Zambia,SE1,1
Zambia,SE2,1
