Place of Birth,Visa Class,Issuances
Iraq,I51,1
Iraq,I53,2
Iraq,IR1,9
Iraq,IR2,5
Iraq,IR5,23
Iraq,SQ1,10
Iraq,SQ2,8
Iraq,SQ3,20
Ireland,CR1,5
Ireland,DV1,1
Ireland,E11,2
Ireland,E14,2
Ireland,E15,3
Ireland,E21,1
Ireland,E22,1
Ireland,E23,2
Ireland,E31,2
Ireland,E34,1
Ireland,IR1,4
Ireland,IR2,1
Ireland,IR5,1
Israel,CR1,4
Israel,E13,1
Israel,E14,1
Israel,E15,3
Israel,E23,2
Israel,E31,1
Israel,E34,1
Israel,F21,1
Israel,F31,1
Israel,F32,1
Israel,F33,3
Israel,F41,1
Israel,F42,1
Israel,F43,6
Israel,FX2,2
Israel,IR1,10
Israel,IR2,3
Israel,IR5,9
Israel,SB1,2
Italy,CR1,9
Italy,DV1,13
Italy,DV2,4
Italy,DV3,10
Italy,E11,1
Italy,E14,2
Italy,E21,1
Italy,E22,1
Italy,E31,2
Italy,E34,1
Italy,E35,4
Italy,EW3,1
Italy,F21,3
Italy,F22,3
Italy,F24,1
Italy,F33,3
Italy,F42,4
Italy,F43,2
Italy,FX1,4
Italy,I51,1
Italy,I52,1
Italy,I53,2
Italy,IR1,12
Italy,IR2,5
Italy,IR5,4
Jamaica,CR1,74
Jamaica,CR2,34
Jamaica,E31,32
Jamaica,E34,9
Jamaica,E35,21
Jamaica,EW3,2
Jamaica,EW5,1
Jamaica,F11,119
Jamaica,F12,114
Jamaica,F21,15
Jamaica,F22,48
Jamaica,F23,10
Jamaica,F24,25
Jamaica,F25,18
Jamaica,F31,22
Jamaica,F32,18
Jamaica,F33,27
Jamaica,F41,20
Jamaica,F42,5
Jamaica,F43,19
Jamaica,FX1,16
Jamaica,FX2,27
Jamaica,FX3,14
Jamaica,IB3,1
Jamaica,IR1,75
Jamaica,IR2,226
Jamaica,IR3,6
Jamaica,IR5,186
Jamaica,IW1,1
Jamaica,SB1,2
Jamaica,SE1,1
Japan,CR1,33
Japan,CR2,4
Japan,DV1,4
Japan,DV3,1
Japan,E11,1
Japan,E13,1
Japan,E21,1
Japan,E22,1
Japan,E31,2
Japan,E34,2
Japan,F11,1
Japan,F22,1
Japan,F24,2
Japan,F31,1
Japan,F32,1
Japan,F33,1
Japan,FX1,2
Japan,I51,2
Japan,IR1,37
Japan,IR2,2
Japan,IR5,5
Japan,SB1,1
Jordan,CR1,44
Jordan,DV1,4
Jordan,DV2,3
Jordan,DV3,1
Jordan,E31,2
Jordan,F11,4
Jordan,F12,1
Jordan,F21,3
Jordan,F22,6
Jordan,F23,2
Jordan,F24,3
Jordan,F31,6
Jordan,F32,5
Jordan,F33,14
Jordan,F41,12
Jordan,F42,11
Jordan,F43,32
Jordan,FX1,5
Jordan,FX2,3
Jordan,FX3,3
Jordan,IR1,28
Jordan,IR2,34
Jordan,IR5,40
Jordan,SB1,1
Jordan,SE1,1
Jordan,SE2,1
Jordan,SE3,8
Kazakhstan,CR1,1
Kazakhstan,DV1,20
Kazakhstan,DV2,11
Kazakhstan,DV3,9
Kazakhstan,E32,1
Kazakhstan,F21,1
Kazakhstan,F22,2
Kazakhstan,F24,1
Kazakhstan,F32,1
Kazakhstan,FX1,1
Kazakhstan,FX2,1
Kazakhstan,IR1,3
Kazakhstan,IR5,9
Kenya,CR1,18
Kenya,CR2,3
Kenya,DV1,65
Kenya,DV2,13
Kenya,DV3,18
Kenya,E31,10
Kenya,E34,3
Kenya,E35,10
Kenya,F11,2
Kenya,F21,5
Kenya,F22,3
Kenya,F23,1
Kenya,F24,1
Kenya,F41,4
Kenya,F42,3
Kenya,F43,3
Kenya,FX1,3
Kenya,FX2,10
Kenya,FX3,1
Kenya,IB3,2
Kenya,IR1,24
Kenya,IR2,63
Kenya,IR5,57
Kenya,SE1,1
Kiribati,DV2,1
"Korea, South",CR1,43
"Korea, South",E11,8
"Korea, South",E14,8
"Korea, South",E15,13
"Korea, South",E21,40
"Korea, South",E22,35
"Korea, South",E23,44
"Korea, South",E31,17
"Korea, South",E32,4
"Korea, South",E34,11
"Korea, South",E35,14
"Korea, South",EW3,2
"Korea, South",EW4,3
"Korea, South",EW5,1
"Korea, South",F11,13
"Korea, South",F12,2
"Korea, South",F21,1
"Korea, South",F22,1
"Korea, South",F24,12
"Korea, South",F25,1
"Korea, South",F31,7
"Korea, South",F32,4
"Korea, South",F33,7
"Korea, South",F41,14
"Korea, South",F42,6
"Korea, South",F43,9
"Korea, South",FX1,2
"Korea, South",FX2,2
"Korea, South",I51,27
"Korea, South",I52,17
"Korea, South",I53,47
"Korea, South",IR1,56
"Korea, South",IR2,8
"Korea, South",IR3,2
"Korea, South",IR5,60
"Korea, South",SB1,1
"Korea, South",SR1,1
"Korea, South",T51,1
Kosovo,CR1,6
Kosovo,DV1,12
Kosovo,DV2,9
Kosovo,DV3,12
Kosovo,F12,1
Kosovo,F24,1
Kosovo,F41,4
Kosovo,F42,4
Kosovo,F43,3
Kosovo,FX1,2
Kosovo,FX2,1
Kosovo,IR1,2
Kosovo,IR5,10
Kuwait,CR1,7
Kuwait,E31,1
Kuwait,E34,1
Kuwait,E35,2
Kuwait,F11,2
Kuwait,F41,4
Kuwait,F42,1
Kuwait,FX1,1
Kuwait,IR1,2
Kuwait,IR5,7
Kuwait,SE2,1
Kyrgyzstan,CR1,1
Kyrgyzstan,DV1,15
Kyrgyzstan,DV2,9
Kyrgyzstan,DV3,15
Kyrgyzstan,F22,2
Kyrgyzstan,FX2,2
Kyrgyzstan,I51,1
Kyrgyzstan,I53,1
Kyrgyzstan,IR1,1
Kyrgyzstan,IR3,3
Kyrgyzstan,IR5,5
Kyrgyzstan,SE1,1
Kyrgyzstan,SE3,1
Laos,F22,1
Laos,F31,1
Laos,F32,1
Laos,F33,1
Laos,FX2,1
Laos,IR1,3
Laos,IR2,13
Laos,IR5,15
Laos,SD1,1
Latvia,CR1,1
Latvia,DV1,1
Latvia,DV2,2
Latvia,DV3,3
Latvia,F24,1
Latvia,I51,1
Latvia,IH3,8
Latvia,IR1,3
Latvia,IR5,1
Lebanon,CR1,12
Lebanon,E21,1
Lebanon,E31,2
Lebanon,E34,1
Lebanon,E35,3
Lebanon,F11,8
Lebanon,F21,1
Lebanon,F22,2
Lebanon,F24,1
Lebanon,F31,6
Lebanon,F32,4
Lebanon,F33,12
Lebanon,F41,10
Lebanon,F42,5
Lebanon,F43,10
Lebanon,FX1,1
Lebanon,FX2,1
Lebanon,I51,1
Lebanon,IR1,13
Lebanon,IR2,7
Lebanon,IR5,30
Lebanon,SB1,3
Lebanon,SE1,1
Lebanon,SE2,1
Lebanon,SE3,3
Lesotho,IR2,2
Liberia,CR1,11
Liberia,CR2,1
Liberia,DV1,49
Liberia,DV2,23
Liberia,DV3,18
Liberia,F11,4
Liberia,F12,4
Liberia,F21,1
Liberia,F22,7
Liberia,F24,1
Liberia,F31,1
Liberia,FX1,3
Liberia,FX2,5
Liberia,FX3,2
Liberia,IR1,4
Liberia,IR2,13
Liberia,IR5,20
Libya,CR1,2
Libya,DV1,1
Libya,E34,1
Libya,F32,1
Libya,F41,1
Libya,IR1,1
Lithuania,DV1,8
Lithuania,DV2,6
Lithuania,DV3,10
Lithuania,F11,3
Lithuania,FX1,1
Lithuania,FX2,1
Lithuania,IR1,3
Lithuania,IR5,6
Macau,F31,1
Macau,F41,1
Macau,IH4,1
Macedonia,CR1,10
Macedonia,DV1,17
Macedonia,DV2,9
Macedonia,DV3,7
Macedonia,F21,2
Macedonia,F24,1
Macedonia,F25,1
Macedonia,F31,2
Macedonia,F32,2
Macedonia,F33,5
Macedonia,F41,2
Macedonia,F42,2
Macedonia,F43,4
Macedonia,FX1,3
Macedonia,IR1,2
Macedonia,IR2,1
Macedonia,IR5,9
Macedonia,SE1,1
Macedonia,SE2,1
Macedonia,SE3,2
Madagascar,SE1,1
Madagascar,SE2,1
Madagascar,SE3,2
Malawi,IR3,1
Malaysia,CR1,1
Malaysia,DV1,1
Malaysia,DV2,1
Malaysia,DV3,2
Malaysia,E31,2
Malaysia,E34,2
Malaysia,E35,1
Malaysia,F11,1
Malaysia,F24,2
Malaysia,F41,3
Malaysia,F42,1
Malaysia,F43,2
Malaysia,FX1,1
Malaysia,FX3,1
Malaysia,I51,1
Malaysia,IR1,4
Malaysia,IR2,1
Malaysia,IR5,7
Malaysia,SE1,1
Mali,CR1,1
Mali,DV1,1
Mali,DV2,1
Mali,DV3,2
Mali,F21,1
Mali,FX1,1
Mali,FX2,1
Mali,IR2,4
Mali,IR5,5
Malta,IR1,1
Mauritania,IR1,3
Mauritania,IR2,7
Mauritania,IR5,2
Mauritius,CR1,1
Mauritius,F24,1
Mauritius,F43,1
Mauritius,IR2,1
Mexico,CR1,282
Mexico,CR2,36
Mexico,E11,3
Mexico,E14,4
Mexico,E15,2
Mexico,E21,1
Mexico,E22,1
Mexico,E23,1
Mexico,E31,6
Mexico,E34,2
Mexico,E35,8
Mexico,EW3,8
Mexico,EW4,6
Mexico,EW5,11
Mexico,F11,101
Mexico,F12,65
Mexico,F24,43
Mexico,F25,38
Mexico,F31,27
Mexico,F32,23
Mexico,F33,47
Mexico,F41,117
Mexico,F42,68
Mexico,F43,110
Mexico,FX1,792
Mexico,FX2,"1,030"
Mexico,FX3,6
Mexico,I51,1
Mexico,I53,1
Mexico,IB1,1
Mexico,IB3,1
Mexico,IH3,5
Mexico,IR1,"2,342"
Mexico,IR2,538
Mexico,IR5,679
Mexico,IW1,13
Mexico,IW2,1
Mexico,SU3,5
Moldova,CR1,1
Moldova,DV1,27
Moldova,DV2,21
Moldova,DV3,16
Moldova,F21,3
Moldova,F22,1
Moldova,F41,1
Moldova,F42,1
Moldova,FX1,2
Moldova,FX2,1
Moldova,IR1,1
Moldova,IR5,6
Mongolia,CR1,2
Mongolia,CR2,1
Mongolia,DV1,3
Mongolia,DV2,2
Mongolia,DV3,4
Mongolia,IB3,1
Mongolia,IR1,2
Mongolia,IR2,1
Mongolia,IR5,5
Montenegro,DV1,1
Montenegro,DV2,1
Montenegro,DV3,2
Montenegro,F11,1
Montenegro,IR5,4
Morocco,CR1,45
Morocco,DV1,36
Morocco,DV2,3
Morocco,DV3,6
Morocco,E11,1
Morocco,E14,1
Morocco,E15,1
Morocco,F11,1
Morocco,F21,7
Morocco,F22,1
Morocco,F24,5
Morocco,F41,3
Morocco,F42,1
Morocco,FX1,4
Morocco,FX2,1
Morocco,IR1,16
Morocco,IR2,4
Morocco,IR4,2
Morocco,IR5,26
Mozambique,IR1,1
Mozambique,IR2,1
Mozambique,IR5,4
Nepal,CR1,52
Nepal,CR2,1
Nepal,DV1,165
Nepal,DV2,75
Nepal,DV3,52
Nepal,E11,3
Nepal,E14,2
Nepal,E15,4
Nepal,E21,4
Nepal,E22,3
Nepal,E23,2
Nepal,E31,3
Nepal,E32,1
Nepal,E34,2
Nepal,F11,6
Nepal,F21,47
Nepal,F22,8
Nepal,F24,2
Nepal,F31,2
Nepal,F32,2
Nepal,F33,3
Nepal,F41,5
Nepal,F42,5
Nepal,F43,7
Nepal,FX1,21
Nepal,FX2,8
Nepal,IR1,10
Nepal,IR2,8
Nepal,IR5,60
Nepal,SB1,2
Netherlands,CR1,1
Netherlands,DV1,1
Netherlands,DV2,1
Netherlands,E21,2
Netherlands,IR1,7
Netherlands,IR2,2
Netherlands,IR5,1
New Zealand,CR1,1
New Zealand,DV1,6
New Zealand,DV2,1
New Zealand,DV3,2
New Zealand,E13,1
New Zealand,E15,1
New Zealand,E23,1
New Zealand,E31,1
New Zealand,IR1,1
Nicaragua,CR1,16
Nicaragua,CR2,3
Nicaragua,F11,23
Nicaragua,F12,21
Nicaragua,F21,6
Nicaragua,F22,3
Nicaragua,F24,5
Nicaragua,F25,1
Nicaragua,F31,1
Nicaragua,F41,3
Nicaragua,F42,1
Nicaragua,F43,1
Nicaragua,FX1,13
Nicaragua,FX2,12
Nicaragua,FX3,10
Nicaragua,IR1,85
Nicaragua,IR2,34
Nicaragua,IR5,26
Niger,FX1,1
Niger,IR1,2
Niger,IR2,2
Niger,IR5,1
Niger,SE3,1
Nigeria,CR1,62
Nigeria,CR2,2
Nigeria,E11,2
Nigeria,E21,6
Nigeria,E22,4
Nigeria,E23,5
Nigeria,E31,10
Nigeria,E34,7
Nigeria,E35,12
Nigeria,EW3,1
Nigeria,F11,23
Nigeria,F12,17
Nigeria,F21,20
Nigeria,F22,16
Nigeria,F23,7
Nigeria,F24,7
Nigeria,F25,3
Nigeria,F31,5
Nigeria,F32,3
Nigeria,F33,8
Nigeria,F41,24
Nigeria,F42,14
Nigeria,F43,38
Nigeria,FX1,14
Nigeria,FX2,5
Nigeria,FX3,11
Nigeria,I51,2
Nigeria,I53,3
Nigeria,IB3,4
Nigeria,IR1,49
Nigeria,IR2,100
Nigeria,IR3,7
Nigeria,IR5,105
Nigeria,SB1,6
Nigeria,SE1,1
Nigeria,SE2,1
Nigeria,SE3,4
Norway,E11,1
Norway,E15,2
Norway,E31,1
Norway,IR1,1
Norway,SB1,1
Oman,CR1,1
Oman,IR1,2
Pakistan,CR1,201
Pakistan,CR2,1
Pakistan,E11,2
Pakistan,E14,2
Pakistan,E15,5
Pakistan,E21,4
Pakistan,E22,4
Pakistan,E23,9
Pakistan,E31,3
Pakistan,E32,1
Pakistan,E34,3
Pakistan,E35,1
Pakistan,F11,11
Pakistan,F12,5
Pakistan,F21,42
Pakistan,F22,9
Pakistan,F23,11
Pakistan,F24,25
Pakistan,F31,22
Pakistan,F32,18
Pakistan,F33,58
Pakistan,F41,84
Pakistan,F42,62
Pakistan,F43,175
Pakistan,FX1,40
Pakistan,FX2,21
Pakistan,FX3,21
Pakistan,I51,2
Pakistan,I52,2
Pakistan,I53,3
Pakistan,IR1,98
Pakistan,IR2,48
Pakistan,IR5,248
Pakistan,IW1,1
Pakistan,SB1,2
Pakistan,SE1,1
Pakistan,SE2,1
Pakistan,SE3,1
Panama,CR1,2
Panama,F24,1
Panama,F25,4
Panama,F41,1
Panama,F42,1
Panama,F43,4
Panama,IR1,4
Panama,IR2,6
Panama,IR5,12
Paraguay,CR1,1
Paraguay,F11,1
Paraguay,F22,3
Paraguay,F24,1
Paraguay,IR1,4
Paraguay,IR2,3
Paraguay,IR5,5
Paraguay,SB1,1
Peru,CR1,23
Peru,CR2,6
Peru,E31,1
Peru,EW3,1
Peru,EW4,1
Peru,F11,37
Peru,F12,28
Peru,F21,7
Peru,F22,8
Peru,F23,2
Peru,F24,27
Peru,F25,22
Peru,F31,2
Peru,F32,3
Peru,F33,2
Peru,F41,28
Peru,F42,15
Peru,F43,26
Peru,FX1,26
Peru,FX2,11
Peru,FX3,8
Peru,I51,1
Peru,IB3,1
Peru,IR1,67
Peru,IR2,42
Peru,IR5,77
Peru,IW1,1
Peru,SB1,4
Philippines,CR1,135
Philippines,CR2,33
Philippines,E11,1
Philippines,E13,1
Philippines,E15,1
Philippines,E21,11
Philippines,E22,12
Philippines,E23,10
Philippines,E31,115
Philippines,E32,58
Philippines,E34,104
Philippines,E35,144
Philippines,EW3,15
Philippines,EW4,6
Philippines,EW5,9
Philippines,F11,62
Philippines,F12,45
Philippines,F21,65
Philippines,F22,51
Philippines,F23,43
Philippines,F24,145
Philippines,F25,139
Philippines,F31,29
Philippines,F32,23
Philippines,F33,43
Philippines,F41,185
Philippines,F42,107
Philippines,F43,90
Philippines,FX1,88
Philippines,FX2,68
Philippines,FX3,68
Philippines,IR1,150
Philippines,IR2,237
Philippines,IR5,477
Philippines,IW1,1
Philippines,SB1,12
Poland,CR1,7
Poland,DV1,19
Poland,DV2,11
Poland,DV3,5
Poland,E11,2
Poland,E14,2
Poland,E15,1
Poland,E31,3
Poland,E34,2
Poland,E35,1
Poland,EW3,1
Poland,EW4,1
Poland,F11,7
Poland,F12,3
Poland,F21,1
Poland,F24,3
Poland,F31,8
Poland,F32,7
Poland,F33,10
Poland,F41,10
Poland,F42,4
Poland,F43,13
Poland,FX1,3
Poland,FX2,4
Poland,FX3,1
Poland,IH3,2
Poland,IR1,19
Poland,IR2,3
Poland,IR5,22
Poland,SB1,3
Portugal,F11,2
Portugal,F12,1
Portugal,F22,1
Portugal,F41,2
Portugal,F42,2
Portugal,F43,3
Portugal,FX1,2
Portugal,FX2,2
Portugal,IR1,2
Portugal,IR2,4
Portugal,IR5,3
Qatar,E35,2
Qatar,F22,1
Qatar,I51,1
Qatar,I52,1
Qatar,I53,2
Qatar,IR1,1
Qatar,IR2,5
Qatar,IR5,1
Romania,CR1,11
Romania,CR2,1
Romania,DV1,11
Romania,DV2,8
Romania,DV3,8
Romania,F21,1
Romania,F22,2
Romania,F31,2
Romania,F32,2
Romania,F33,4
Romania,F41,4
Romania,F42,4
Romania,F43,5
Romania,FX1,1
Romania,I53,2
Romania,IR1,7
Romania,IR2,3
Romania,IR5,17
Romania,SD2,1
Russia,CR1,20
Russia,CR2,4
Russia,DV1,99
Russia,DV2,60
Russia,DV3,62
Russia,E11,2
Russia,E14,1
Russia,E15,1
Russia,E21,1
Russia,E22,1
Russia,E23,3
Russia,F11,7
Russia,F12,3
Russia,F21,5
Russia,F22,2
Russia,F24,2
Russia,F25,2
Russia,F31,3
Russia,F32,3
Russia,F33,2
Russia,F41,5
Russia,F42,2
Russia,F43,5
Russia,FX1,7
Russia,FX2,7
Russia,I51,2
Russia,I52,2
Russia,I53,7
Russia,IR1,13
Russia,IR2,11
Russia,IR5,73
Russia,SB1,1
Russia,SE1,3
Russia,SE2,1
Russia,T51,1
Rwanda,CR1,1
Rwanda,CR2,1
Rwanda,DV1,10
Rwanda,DV2,6
Rwanda,DV3,16
Saint Kitts and Nevis,CR1,1
Saint Kitts and Nevis,F11,2
Saint Kitts and Nevis,F12,3
Saint Kitts and Nevis,F24,1
Saint Kitts and Nevis,IR2,1
Saint Kitts and Nevis,IR5,1
Saint Lucia,CR1,4
Saint Lucia,F11,8
Saint Lucia,F12,1
Saint Lucia,F21,1
Saint Lucia,F22,2
Saint Lucia,F31,1
Saint Lucia,F33,1
Saint Lucia,FX1,1
Saint Lucia,FX2,1
Saint Lucia,IR1,4
Saint Lucia,IR2,7
Saint Lucia,IR5,2
Saint Vincent and the Grenadines,E35,1
Saint Vincent and the Grenadines,F11,1
Saint Vincent and the Grenadines,F21,1
Saint Vincent and the Grenadines,IR1,3
Saint Vincent and the Grenadines,IR2,1
Saint Vincent and the Grenadines,IR5,2
Samoa,IR5,1
Sao Tome and Principe,F21,1
Saudi Arabia,CR1,8
Saudi Arabia,DV1,2
Saudi Arabia,E31,2
Saudi Arabia,E34,2
Saudi Arabia,E35,2
Saudi Arabia,F21,3
Saudi Arabia,F22,1
Saudi Arabia,F24,1
Saudi Arabia,F32,1
Saudi Arabia,F33,6
Saudi Arabia,F43,3
Saudi Arabia,FX1,3
Saudi Arabia,FX2,2
Saudi Arabia,FX3,1
Saudi Arabia,I51,1
Saudi Arabia,I53,2
Saudi Arabia,IR1,12
Saudi Arabia,IR2,3
Saudi Arabia,IR5,4
Senegal,CR1,7
Senegal,DV1,5
Senegal,DV2,1
Senegal,DV3,1
Senegal,F11,3
Senegal,F21,1
Senegal,F22,2
Senegal,F24,6
Senegal,F41,1
Senegal,F42,1
Senegal,FX1,1
Senegal,FX2,3
Senegal,IR1,8
Senegal,IR2,23
Senegal,IR5,3
Serbia,CR1,4
Serbia,DV1,10
Serbia,DV2,4
Serbia,DV3,3
Serbia,EW3,2
Serbia,EW4,1
Serbia,EW5,2
Serbia,F11,2
Serbia,F12,1
Serbia,F41,1
Serbia,F42,1
Serbia,FX1,1
Serbia,FX2,1
Serbia,IH3,1
Serbia,IR1,3
Serbia,IR5,2
Sierra Leone,CR1,3
Sierra Leone,DV1,4
Sierra Leone,F11,5
Sierra Leone,F12,3
Sierra Leone,F22,4
Sierra Leone,F24,2
Sierra Leone,F41,2
Sierra Leone,F42,1
Sierra Leone,FX1,1
Sierra Leone,FX2,3
Sierra Leone,IR1,5
Sierra Leone,IR2,15
Sierra Leone,IR3,1
Sierra Leone,IR5,18
Singapore,CR1,1
Singapore,I51,1
Singapore,I52,2
Singapore,I53,3
Singapore,IR1,4
Singapore,IR2,3
Singapore,IR5,2
Slovakia,IR1,2
Slovakia,IR5,1
Solomon Islands,CR1,1
Somalia,CR1,5
Somalia,F11,4
Somalia,FX2,1
Somalia,IR1,20
Somalia,IR2,17
Somalia,IR5,4
South Africa,CR1,6
South Africa,CR2,1
South Africa,DV1,5
South Africa,DV2,3
South Africa,DV3,4
South Africa,E11,2
South Africa,E14,2
South Africa,E15,7
South Africa,E31,2
South Africa,E34,1
South Africa,E35,2
South Africa,F11,2
South Africa,F21,1
South Africa,F22,1
South Africa,F23,1
South Africa,F43,3
South Africa,FX2,2
South Africa,IB2,1
South Africa,IH3,1
South Africa,IR1,7
South Africa,IR2,1
South Africa,IR5,13
South Africa,SD1,2
South Africa,SD2,2
South Africa,SD3,2
South Sudan,CR1,1
South Sudan,FX2,1
South Sudan,IR1,4
South Sudan,IR2,1
South Sudan,IR5,1
South Sudan,SB1,1
Spain,CR1,4
Spain,DV1,2
Spain,E11,2
Spain,E14,1
Spain,E21,1
Spain,E22,1
Spain,E23,2
Spain,F12,1
Spain,F21,1
Spain,F25,3
Spain,F31,1
Spain,F33,2
Spain,F43,1
Spain,FX2,1
Spain,IR1,8
Spain,IR2,1
Spain,IR5,2
Sri Lanka,CR1,5
Sri Lanka,DV1,8
Sri Lanka,DV2,3
Sri Lanka,DV3,4
Sri Lanka,F21,1
Sri Lanka,F31,5
Sri Lanka,F32,5
Sri Lanka,F33,11
Sri Lanka,F42,1
Sri Lanka,FX1,3
Sri Lanka,FX2,3
Sri Lanka,IR1,4
Sri Lanka,IR2,2
Sri Lanka,IR5,21
Sri Lanka,SE1,2
Sri Lanka,SE2,2
Sri Lanka,SE3,4
Sudan,CR1,14
Sudan,DV1,53
Sudan,DV2,19
Sudan,DV3,46
Sudan,F11,1
Sudan,F12,1
Sudan,F21,4
Sudan,F22,4
Sudan,F24,1
Sudan,FX1,7
Sudan,FX2,10
Sudan,IR1,31
Sudan,IR2,10
Sudan,IR5,37
Suriname,CR1,1
Suriname,F11,2
Suriname,F32,1
Suriname,F33,2
Suriname,IR5,3
Swaziland,IR2,1
Sweden,CR1,2
Sweden,E12,1
Sweden,E34,1
Sweden,FX1,3
Sweden,FX2,4
Sweden,FX3,1
Sweden,IR1,5
Sweden,SD1,1
Switzerland,CR1,2
Switzerland,CR2,1
Switzerland,E11,1
Switzerland,E14,1
Switzerland,FX3,1
Switzerland,IR1,3
Syria,CR1,3
Syria,CR2,1
Syria,F11,1
Syria,F24,1
Syria,F41,8
Syria,F42,9
Syria,F43,10
Syria,FX1,6
Syria,FX2,2
Syria,FX3,1
Syria,IR1,5
Syria,IR2,1
Syria,IR5,27
Tajikistan,CR1,2
Tajikistan,DV1,18
Tajikistan,DV2,10
Tajikistan,DV3,14
Tajikistan,F31,1
Tajikistan,FX1,1
Tajikistan,FX2,2
Tajikistan,IR1,1
Tajikistan,IR5,2
Tanzania,CR1,2
Tanzania,CR2,1
Tanzania,F11,1
Tanzania,F21,2
Tanzania,F31,1
Tanzania,F32,1
Tanzania,F33,2
Tanzania,FX1,1
Tanzania,FX3,2
Tanzania,IR1,1
Tanzania,IR2,2
Tanzania,IR5,7
Thailand,CR1,28
Thailand,CR2,2
Thailand,E31,1
Thailand,E35,2
Thailand,EW3,2
Thailand,EW4,1
Thailand,EW5,2
Thailand,F11,4
Thailand,F12,2
Thailand,F24,1
Thailand,F31,1
Thailand,F33,2
Thailand,F41,3
Thailand,F42,1
Thailand,F43,2
Thailand,FX1,3
Thailand,FX2,7
Thailand,IH4,5
Thailand,IR1,22
Thailand,IR2,26
Thailand,IR5,16
Thailand,IW1,1
Thailand,SE1,1
Thailand,SE2,1
Thailand,SE3,1
Togo,CR1,1
Togo,DV1,38
Togo,DV2,4
Togo,DV3,3
Togo,F11,2
Togo,F21,4
Togo,F22,9
Togo,F23,1
Togo,FX1,7
Togo,FX2,3
Togo,FX3,1
Togo,IR1,7
Togo,IR2,7
Togo,IR5,15
Togo,SB1,2
Togo,SE1,1
Tonga,F11,1
Tonga,IR2,3
Trinidad and Tobago,CR1,5
Trinidad and Tobago,CR2,2
Trinidad and Tobago,F11,14
Trinidad and Tobago,F12,9
Trinidad and Tobago,F31,3
Trinidad and Tobago,F32,3
Trinidad and Tobago,F33,4
Trinidad and Tobago,F41,7
Trinidad and Tobago,F42,6
Trinidad and Tobago,F43,4
Trinidad and Tobago,FX1,1
Trinidad and Tobago,FX2,2
Trinidad and Tobago,FX3,2
Trinidad and Tobago,IR1,12
Trinidad and Tobago,IR2,6
Trinidad and Tobago,IR5,24
Tunisia,CR1,5
Tunisia,DV1,4
Tunisia,DV2,1
Tunisia,IR1,3
Tunisia,IR5,1
Tunisia,SE1,1
Turkey,CR1,11
Turkey,DV1,92
Turkey,DV2,47
Turkey,DV3,52
Turkey,E11,1
Turkey,E15,2
Turkey,E21,2
Turkey,E22,2
Turkey,F21,1
Turkey,F24,2
Turkey,F41,3
Turkey,F42,1
Turkey,F43,1
Turkey,FX1,2
Turkey,FX2,1
Turkey,FX3,2
Turkey,I51,1
Turkey,IR1,21
Turkey,IR2,3
Turkey,IR5,21
Turkey,IW1,1
Turkey,SE1,1
Turkey,SE3,1
Turkmenistan,DV1,7
Turkmenistan,DV2,5
Turkmenistan,DV3,8
Turkmenistan,FX2,1
Turkmenistan,IR5,2
Uganda,CR1,8
Uganda,DV1,6
Uganda,DV2,3
Uganda,DV3,6
Uganda,F22,3
Uganda,FX2,4
Uganda,IR1,2
Uganda,IR2,14
Uganda,IR3,1
Uganda,IR5,6
Uganda,SE1,3
Uganda,SE2,2
Uganda,SE3,9
Ukraine,CR1,15
Ukraine,CR2,4
Ukraine,DV1,151
Ukraine,DV2,99
Ukraine,DV3,98
Ukraine,E14,1
Ukraine,E15,1
Ukraine,E21,1
Ukraine,E22,1
Ukraine,F11,11
Ukraine,F12,4
Ukraine,F21,7
Ukraine,F22,8
Ukraine,F24,3
Ukraine,F25,1
Ukraine,F31,3
Ukraine,F32,4
Ukraine,F33,6
Ukraine,F41,2
Ukraine,F43,2
Ukraine,FX1,15
Ukraine,FX2,19
Ukraine,IR1,12
Ukraine,IR2,10
Ukraine,IR3,21
Ukraine,IR5,75
Ukraine,IW1,1
Ukraine,SB1,3
United Arab Emirates,CR1,11
United Arab Emirates,E15,1
United Arab Emirates,E35,21
United Arab Emirates,EW5,4
United Arab Emirates,F12,2
United Arab Emirates,F21,1
United Arab Emirates,F42,1
United Arab Emirates,F43,15
United Arab Emirates,FX3,1
United Arab Emirates,I52,1
United Arab Emirates,I53,4
United Arab Emirates,IR1,4
United Arab Emirates,IR2,13
United Arab Emirates,IR5,2
United Arab Emirates,SQ3,1
United Arab Emirates,T53,1
Uruguay,DV1,1
Uruguay,DV2,1
Uruguay,F21,1
Uruguay,F24,1
Uruguay,F41,1
Uruguay,FX2,1
Uruguay,IR2,2
Uruguay,IR5,2
Uzbekistan,CR1,2
Uzbekistan,CR2,2
Uzbekistan,DV1,104
Uzbekistan,DV2,63
Uzbekistan,DV3,73
Uzbekistan,F21,2
Uzbekistan,F22,3
Uzbekistan,F24,2
Uzbekistan,F41,1
Uzbekistan,FX1,10
Uzbekistan,FX2,9
Uzbekistan,IR1,1
Uzbekistan,IR2,6
Uzbekistan,IR5,16
Uzbekistan,SB1,2
Venezuela,CR1,8
Venezuela,CR2,2
Venezuela,DV1,22
Venezuela,DV2,17
Venezuela,DV3,19
Venezuela,E11,5
Venezuela,E14,4
Venezuela,E15,6
Venezuela,E21,3
Venezuela,E22,4
Venezuela,E23,5
Venezuela,E31,1
